Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions,source_file,Period_clean,Period_date,month,year,breach_rate,prev_month_breach,rolling_3m_avg,is_winter,trust_hist_avg,attendance_change,trust_encoded
MSitAE-JULY-2023,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,9363,0,2283,865,0,977,3436,0,46,0,0,0,93,0,3447,0,0,536,July-2023-revised-130624-ign340.csv,JULY-2023,2023-07-01,7,2023,36.69763964541279,34.34263845114813,36.81265347557502,0,40.24335241803847,5.391715443493927,28
MSitAE-AUGUST-2023,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8944,0,2594,1080,0,770,3299,0,29,0,0,0,167,0,3327,0,0,624,August-2023-revised-130624-ndx091.csv,AUGUST-2023,2023-08-01,8,2023,36.885062611806795,36.69763964541279,36.48103852860429,0,40.24335241803847,-4.475061411940617,28
MSitAE-SEPTEMBER-2023,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,9066,0,2624,669,0,854,3354,0,40,0,0,0,197,0,3426,0,0,557,September-2023-revised-130624-odh304.csv,SEPTEMBER-2023,2023-09-01,9,2023,36.99536730641959,36.885062611806795,35.97511356945591,0,40.24335241803847,1.3640429338103832,28
MSitAE-OCTOBER-2023,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,9305,0,2233,723,0,968,3908,0,49,0,0,0,271,2,3389,0,0,643,October-2023-revised-130624-nbe280.csv,OCTOBER-2023,2023-10-01,10,2023,41.998925308973675,36.99536730641959,36.85935652121306,1,40.24335241803847,2.6362232517096906,28
MSitAE-NOVEMBER-2023,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8874,0,2117,791,0,1149,4048,0,38,0,0,0,284,2,3341,0,0,602,November-2023-revised-130624-vmw208.csv,NOVEMBER-2023,2023-11-01,11,2023,45.61640748253325,41.998925308973675,38.626451742400015,1,40.24335241803847,-4.631918323481998,28
MSitAE-DECEMBER-2023,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,9230,0,1950,850,1149,0,3935,0,57,0,0,0,244,0,3719,0,0,565,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,42.63271939328278,45.61640748253325,41.536900032642166,1,40.24335241803847,4.011719630380894,28
MSitAE-JANUARY-2024,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,9286,0,2360,815,0,1152,3849,0,48,0,0,0,327,1,3762,0,0,559,January-2024-revised-130624-ddff.csv,JANUARY-2024,2024-01-01,1,2024,41.44949386172733,42.63271939328278,43.416017394929895,1,40.24335241803847,0.606717226435527,28
MSitAE-FEBRUARY-2024,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8961,0,2349,952,0,815,3614,0,37,0,0,0,244,1,3486,0,0,529,February-2024-revised-130624-ef123ty.csv,FEBRUARY-2024,2024-02-01,2,2024,40.330320276754826,41.44949386172733,43.232873579181124,1,40.24335241803847,-3.4998923110058144,28
MSitAE-MARCH-2024,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,10088,0,2555,940,0,1124,3054,0,34,0,0,0,210,0,3794,0,0,533,March-2024-revised-130624-abcdef123.csv,MARCH-2024,2024-03-01,3,2024,30.273592386994448,40.330320276754826,41.470844510588314,0,40.24335241803847,12.576721348063824,28
MSitAE-APRIL-2024,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,9911,0,2291,785,0,976,3222,0,26,0,0,0,249,0,3526,0,0,530,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,32.50933306427202,30.273592386994448,37.3511355084922,0,40.24335241803847,-1.754559873116579,28
MSitAE-MAY-2024,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,10590,0,2450,873,0,1239,3211,0,31,0,0,0,277,4,3486,0,0,599,Monthly-AE-May-2024.csv,MAY-2024,2024-05-01,5,2024,30.32105760151086,32.50933306427202,34.37108190934043,0,40.24335241803847,6.8509736656240605,28
MSitAE-JUNE-2024,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,10391,0,2483,0,0,1294,2950,0,14,0,0,0,286,11,3475,0,0,595,Monthly-AE-June-2024.csv,JUNE-2024,2024-06-01,6,2024,28.389952843807144,30.32105760151086,31.03466101759244,0,40.24335241803847,-1.8791312559017892,28
MSitAE-JULY-2024,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,10715,0,2643,0,0,1241,3027,0,19,0,0,0,274,14,3524,0,0,574,Monthly-AE-July-2024-revised.csv,JULY-2024,2024-07-01,7,2024,28.250116658889407,28.389952843807144,30.40678116986334,0,40.24335241803847,3.1180829564045887,28
MSitAE-AUGUST-2024,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8411,0,2403,1913,0,1162,2960,0,13,0,0,0,239,4,2971,0,0,596,Monthly-AE-August-2024.csv,AUGUST-2024,2024-08-01,8,2024,35.1920104624896,28.250116658889407,28.98704236806914,0,40.24335241803847,-21.502566495566967,28
MSitAE-SEPTEMBER-2024,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8075,0,2563,1655,0,1194,3423,0,43,0,0,0,253,22,3356,0,0,444,Monthly-AE-September-2024.csv,SEPTEMBER-2024,2024-09-01,9,2024,42.39009287925697,35.1920104624896,30.610693321728718,0,40.24335241803847,-3.9947687552015165,28
MSitAE-OCTOBER-2024,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8782,0,2483,1446,0,1457,4124,0,61,0,0,0,236,71,3450,0,0,475,Monthly-AE-October-2024-revised.csv,OCTOBER-2024,2024-10-01,10,2024,46.95969027556365,42.39009287925697,35.277406666878655,1,40.24335241803847,8.755417956656352,28
MSitAE-NOVEMBER-2024,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8336,0,2261,2071,0,1488,3998,0,79,0,0,0,250,42,3210,0,0,397,Monthly-AE-November-2024-revised.csv,NOVEMBER-2024,2024-11-01,11,2024,47.96065259117083,46.95969027556365,41.51393120577007,1,40.24335241803847,-5.078569801867461,28
MSitAE-DECEMBER-2024,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8642,0,2048,2195,0,1681,4456,0,89,0,0,0,275,42,3232,0,0,343,Monthly-AE-December-2024.csv,DECEMBER-2024,2024-12-01,12,2024,51.5621383938903,47.96065259117083,45.77014524866382,1,40.24335241803847,3.6708253358925136,28
MSitAE-JANUARY-2025,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,7612,0,1944,2324,0,1852,3990,0,104,0,0,0,256,129,3276,0,0,485,Monthly-AE-January-2025.csv,JANUARY-2025,2025-01-01,1,2025,52.41723594324751,51.5621383938903,48.827493753541596,1,40.24335241803847,-11.918537375607496,28
MSitAE-FEBRUARY-2025,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,7068,0,2211,1705,0,1676,3415,0,115,0,0,0,219,76,2799,0,0,496,Monthly-AE-February-2025-revised.csv,FEBRUARY-2025,2025-02-01,2,2025,48.31635540464063,52.41723594324751,50.64667564276956,1,40.24335241803847,-7.146610614818705,28
MSitAE-MARCH-2025,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8795,0,2736,1486,0,1857,4198,0,100,0,0,0,188,92,3004,0,0,501,Monthly-AE-March-2025.csv,MARCH-2025,2025-03-01,3,2025,47.73166571915861,48.31635540464063,50.76524324725949,0,40.24335241803847,24.434069043576677,28
MSitAE-APRIL-2025,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,7497,0,2991,2294,0,1557,3155,0,66,0,0,0,191,7,3074,0,0,499,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,42.08350006669335,47.73166571915861,49.48841902234892,0,40.24335241803847,-14.75838544627629,28
MSitAE-MAY-2025,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8442,0,2476,2251,0,1525,3019,0,30,0,0,0,184,20,3122,0,0,539,May-2025-CSV-revised.csv,MAY-2025,2025-05-01,5,2025,35.76166785122009,42.08350006669335,46.043840396830866,0,40.24335241803847,12.605042016806722,28
MSitAE-JUNE-2025,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8606,0,2753,1978,0,1499,3532,0,54,0,0,0,208,31,3052,0,0,507,June-2025-CSV-revised.csv,JUNE-2025,2025-06-01,6,2025,41.04113409249361,35.76166785122009,41.85894454569069,0,40.24335241803847,1.9426676143094124,28
MSitAE-JULY-2025,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8988,0,2883,2004,0,1544,3736,0,51,0,0,0,177,5,3121,0,0,584,July-2025-CSV-revised.csv,JULY-2025,2025-07-01,7,2025,41.56653315531821,41.04113409249361,39.62876733680235,0,40.24335241803847,4.438763653265165,28
MSitAE-AUGUST-2025,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8785,0,2555,2262,0,1491,3560,0,44,0,0,0,204,6,2950,0,0,484,August-2025-CSV-revised.csv,AUGUST-2025,2025-08-01,8,2025,40.523619806488334,41.56653315531821,39.45644503301063,0,40.24335241803847,-2.258566978193144,28
MSitAE-SEPTEMBER-2025,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8997,0,2484,2000,0,1587,3277,0,31,0,0,0,185,19,2560,0,0,553,September-2025-CSV-revised.csv,SEPTEMBER-2025,2025-09-01,9,2025,36.42325219517617,40.523619806488334,41.04376235143339,0,40.24335241803847,2.4132043255549185,28
MSitAE-OCTOBER-2025,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,9250,0,2428,2105,0,1537,3788,0,28,0,0,0,275,117,2668,0,0,562,October-2025-CSV-hg6dl.csv,OCTOBER-2025,2025-10-01,10,2025,40.95135135135135,36.42325219517617,39.50446838566091,1,40.24335241803847,2.812048460597971,28
MSitAE-NOVEMBER-2025,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8986,0,2348,2011,0,1788,4166,0,32,0,0,0,278,101,2688,0,0,515,November-2025-CSV-G9pr3.csv,NOVEMBER-2025,2025-11-01,11,2025,46.361006009347875,40.95135135135135,39.29940778433862,1,40.24335241803847,-2.854054054054056,28
MSitAE-DECEMBER-2025,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,9441,0,1859,2059,0,1634,4009,0,49,0,0,0,275,70,3301,0,0,515,December-2025-CSV-K7F4Sp.csv,DECEMBER-2025,2025-12-01,12,2025,42.46372206334075,46.361006009347875,41.24520318529179,1,40.24335241803847,5.06343200534165,28
MSitAE-JANUARY-2026,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,9503,0,2017,1806,0,1458,4576,0,41,0,0,0,225,197,3056,0,0,573,January-2026-CSV-S6H81b.csv,JANUARY-2026,2026-01-01,1,2026,48.15321477428181,42.46372206334075,43.25869314134666,1,40.24335241803847,0.6567100942696857,28
MSitAE-FEBRUARY-2026,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,8832,0,1825,1293,0,1522,3795,0,55,0,0,0,190,113,2637,0,0,508,February-2026-CSV-Dl8t54.csv,FEBRUARY-2026,2026-02-01,2,2026,42.96875,48.15321477428181,45.659314282323486,1,40.24335241803847,-7.060928127959587,28
MSitAE-MARCH-2026,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,9990,0,2172,1707,0,1659,3511,0,30,0,0,0,212,58,3011,0,0,464,March-2026-CSV-G49lw.csv,MARCH-2026,2026-03-01,3,2026,35.14514514514514,42.96875,44.52856227920753,0,40.24335241803847,13.11141304347827,28
MSitAE-APRIL-2023,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,11761,286,0,168,0,0,2987,0,0,23,0,0,509,332,1795,4,0,116,April-2023-revised-130624-defv1.csv,APRIL-2023,2023-04-01,4,2023,25.39750021256696,,,0,28.16984994574849,,29
MSitAE-MAY-2023,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,12782,273,0,223,1,0,3032,1,0,13,0,0,594,293,1990,1,0,148,May-2023-revised-130624-aaabbdd.csv,MAY-2023,2023-05-01,5,2023,23.720857455797216,25.39750021256696,,0,28.16984994574849,8.681234588895492,29
MSitAE-JUNE-2023,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,13196,341,0,203,0,0,3399,0,0,28,0,0,599,366,1930,4,0,108,June-2023-revised-130624-ndcvf47.csv,JUNE-2023,2023-06-01,6,2023,25.75780539557442,23.720857455797216,24.559178834182088,0,28.16984994574849,3.2389297449538335,29
MSitAE-JULY-2023,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,12652,310,0,165,0,0,2960,0,0,21,0,0,461,480,1867,5,0,124,July-2023-revised-130624-ign340.csv,JULY-2023,2023-07-01,7,2023,23.395510591210876,25.75780539557442,24.958721021312865,0,28.16984994574849,-4.122461351924822,29
MSitAE-AUGUST-2023,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,11717,341,0,150,0,0,2708,0,0,14,0,0,445,538,1807,7,0,140,August-2023-revised-130624-ndx091.csv,AUGUST-2023,2023-08-01,8,2023,23.11171801655714,23.395510591210876,24.291391147527502,0,28.16984994574849,-7.390135946885867,29
MSitAE-SEPTEMBER-2023,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,12478,345,0,170,0,0,2938,0,0,17,0,0,408,462,1931,6,0,136,September-2023-revised-130624-odh304.csv,SEPTEMBER-2023,2023-09-01,9,2023,23.545439974354863,23.11171801655714,24.088344667780813,0,28.16984994574849,6.4948365622599535,29
MSitAE-OCTOBER-2023,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,12754,284,0,179,1,0,3077,1,0,23,0,0,452,551,2009,10,0,148,October-2023-revised-130624-nbe280.csv,OCTOBER-2023,2023-10-01,10,2023,24.12576446604987,23.545439974354863,23.350889527374292,1,28.16984994574849,2.211892931559545,29
MSitAE-NOVEMBER-2023,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,12830,308,0,216,1,0,3405,0,0,27,0,0,312,638,2042,6,0,158,November-2023-revised-130624-vmw208.csv,NOVEMBER-2023,2023-11-01,11,2023,26.539360872954017,24.12576446604987,23.594307485653957,1,28.16984994574849,0.5958914850243024,29
MSitAE-DECEMBER-2023,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,12601,259,0,277,0,0,3337,1,0,24,0,0,353,692,2057,0,0,122,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,26.482025236092372,26.539360872954017,24.736855104452918,1,28.16984994574849,-1.7848791893998461,29
MSitAE-JANUARY-2024,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,12672,277,0,326,0,0,3072,1,0,35,0,0,213,811,1949,2,0,125,January-2024-revised-130624-ddff.csv,JANUARY-2024,2024-01-01,1,2024,24.24242424242424,26.482025236092372,25.715716858365422,1,28.16984994574849,0.5634473454487754,29
MSitAE-FEBRUARY-2024,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,12035,314,0,354,0,0,3140,0,0,45,0,0,252,694,1969,2,0,107,February-2024-revised-130624-ef123ty.csv,FEBRUARY-2024,2024-02-01,2,2024,26.090569173244702,24.24242424242424,25.754603450490208,1,28.16984994574849,-5.026830808080806,29
MSitAE-MARCH-2024,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,13481,315,0,446,0,0,3270,0,0,39,0,0,360,616,1961,6,0,128,March-2024-revised-130624-abcdef123.csv,MARCH-2024,2024-03-01,3,2024,24.25636080409465,26.090569173244702,25.60500621725377,0,28.16984994574849,12.014956377233066,29
MSitAE-APRIL-2024,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,10936,323,1477,371,1,33,2995,0,70,40,0,0,263,651,1833,3,0,112,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,27.38661302121434,24.25636080409465,24.86311807325453,0,28.16984994574849,-18.878421482085894,29
MSitAE-MAY-2024,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,11500,305,1698,393,0,29,2967,1,123,40,0,0,245,661,1845,4,0,126,Monthly-AE-May-2024.csv,MAY-2024,2024-05-01,5,2024,25.8,27.38661302121434,25.9111809995179,0,28.16984994574849,5.15727871250915,29
MSitAE-JUNE-2024,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,11286,305,1565,350,0,21,2902,0,51,38,0,1,241,668,1848,1,0,134,Monthly-AE-June-2024.csv,JUNE-2024,2024-06-01,6,2024,25.713273081694133,25.8,25.814324608436333,0,28.16984994574849,-1.8608695652173934,29
MSitAE-JULY-2024,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,11361,338,1519,332,0,14,3150,0,89,49,0,1,340,640,1929,4,0,146,Monthly-AE-July-2024-revised.csv,JULY-2024,2024-07-01,7,2024,27.726432532347506,25.713273081694133,26.299962034302823,0,28.16984994574849,0.6645401382243454,29
