Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions,source_file,Period_clean,Period_date,month,year,breach_rate
MSitAE-APRIL-2024,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",12585,2426,13415,0,0,0,5543,378,292,0,0,0,721,657,7837,0,0,475,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,44.044497417560585
MSitAE-APRIL-2024,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8906,1137,7457,401,1,1151,4356,0,172,175,0,22,1236,5,3737,0,0,2799,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,48.91084662025601
MSitAE-APRIL-2024,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,13071,0,11391,36,0,0,7203,0,1446,5,0,0,1091,733,3639,0,0,1341,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,55.10672481064953
MSitAE-APRIL-2024,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,8958,0,0,0,0,0,2515,0,0,0,0,0,196,428,1004,0,0,44,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,28.07546327305202
MSitAE-APRIL-2024,RN7,NHS ENGLAND SOUTH EAST ,DARTFORD AND GRAVESHAM NHS TRUST,10890,0,3474,0,0,0,3338,0,61,0,0,0,909,120,2813,0,0,433,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,30.651974288337925
MSitAE-APRIL-2024,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,8617,0,2740,148,0,632,2626,0,104,32,0,40,511,354,2977,0,17,966,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,30.474643147267027
MSitAE-APRIL-2024,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,16959,0,7515,414,0,0,7393,0,169,59,0,0,563,302,7177,0,0,613,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,43.593372250722325
MSitAE-APRIL-2024,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,12901,0,9795,0,0,1,4809,0,111,0,0,0,433,20,3336,0,0,2148,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,37.276180141074335
MSitAE-APRIL-2024,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,7570,0,3317,124,0,145,4055,0,312,46,0,5,484,656,2272,0,63,761,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,53.566710700132106
MSitAE-APRIL-2024,RN3,NHS ENGLAND SOUTH WEST ,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5212,0,5502,0,0,171,2283,0,339,0,0,1,431,118,2261,0,0,1425,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,43.80276285495012
MSitAE-APRIL-2024,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11690,1659,5200,0,0,783,5019,161,0,0,0,0,683,122,3477,28,0,2948,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,42.93413173652695
MSitAE-APRIL-2024,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,23565,3203,11520,3030,522,968,11068,93,737,1294,12,93,3573,623,5256,170,148,503,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,46.967960959049435
MSitAE-APRIL-2024,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5629,0,6741,0,0,0,2550,0,41,0,0,0,302,16,2720,0,0,191,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,45.30111920412151
MSitAE-APRIL-2024,RBL,NHS ENGLAND NORTH WEST ,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7595,0,2639,125,0,183,3922,0,47,43,0,5,723,362,2175,0,0,1712,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,51.63923633969717
MSitAE-APRIL-2024,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4751,0,835,209,0,23,1543,0,1,47,0,0,320,66,1257,0,0,457,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,32.477373184592714
MSitAE-APRIL-2024,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6228,0,1182,31,0,0,2119,0,0,7,0,0,352,142,2283,0,0,652,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,34.023763648041104
MSitAE-APRIL-2024,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,11828,503,3905,1217,0,47,3836,45,45,399,0,0,840,20,4125,0,0,2202,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,32.43151843084207
MSitAE-APRIL-2024,RHW,NHS ENGLAND SOUTH EAST ,ROYAL BERKSHIRE NHS FOUNDATION TRUST,11556,2317,0,631,27,0,4261,17,0,184,0,0,722,0,2510,1,0,887,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,36.87262028383524
MSitAE-APRIL-2024,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,15035,0,489,0,0,0,3943,0,2,0,0,0,594,723,4816,0,0,356,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,26.225473894246758
MSitAE-APRIL-2024,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5028,0,0,0,0,0,859,0,0,0,0,0,0,6,990,0,0,179,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,17.084327764518694
MSitAE-APRIL-2024,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,7275,0,702,42,0,0,2688,0,0,0,0,0,567,531,1968,0,0,593,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,36.94845360824742
MSitAE-APRIL-2024,RM3,NHS ENGLAND NORTH WEST ,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,24552,0,8892,0,0,0,10220,0,233,0,0,0,1230,782,7145,0,454,1643,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,41.62593678722711
MSitAE-APRIL-2024,RHU,NHS ENGLAND SOUTH EAST ,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,9965,803,3105,1335,0,819,4851,4,70,687,0,14,1470,14,3503,0,0,2536,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,48.68038133467135
MSitAE-APRIL-2024,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11325,1862,2329,1397,0,100,3965,0,8,353,0,0,687,0,4141,125,23,4439,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,35.01103752759382
MSitAE-DECEMBER-2023,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8856,121,3572,0,0,0,5488,0,354,0,0,0,670,607,2961,0,0,1117,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,61.969286359530265
MSitAE-DECEMBER-2023,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,14954,0,0,0,0,0,5282,0,0,0,0,0,1388,1,3199,0,0,746,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,35.32165306941287
MSitAE-DECEMBER-2023,RAX,NHS ENGLAND LONDON,KINGSTON HOSPITAL NHS FOUNDATION TRUST,7334,0,8151,0,0,0,3767,0,343,0,0,0,402,353,2017,0,145,574,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,51.36351240796291
MSitAE-DECEMBER-2023,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,6958,0,773,48,0,0,3234,0,0,0,0,0,425,519,1913,0,0,584,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,46.478873239436616
MSitAE-DECEMBER-2023,RGT,NHS ENGLAND EAST OF ENGLAND ,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9569,0,4996,699,0,438,5366,0,100,321,0,29,661,584,2882,0,33,449,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,56.076915038144
MSitAE-DECEMBER-2023,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,9900,1132,3078,0,0,0,4103,0,87,0,0,0,349,358,4131,774,0,1065,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,41.44444444444444
MSitAE-DECEMBER-2023,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16354,206,8054,449,0,0,7230,0,1276,77,0,0,2099,1165,5498,0,0,2027,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,44.209367738779505
MSitAE-DECEMBER-2023,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,4260,0,0,43,0,25,2182,0,0,0,0,0,303,299,1005,0,0,247,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,51.220657276995304
MSitAE-DECEMBER-2023,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,6190,0,450,0,0,0,3280,0,80,0,0,0,420,568,1726,0,0,1074,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,52.988691437802906
MSitAE-DECEMBER-2023,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,12353,0,6306,126,0,973,4340,0,662,0,0,0,949,154,5811,0,0,862,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,35.133166032542704
MSitAE-DECEMBER-2023,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,5659,0,0,166,0,0,2704,0,0,39,0,0,454,226,1942,0,0,590,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,47.78229369146492
MSitAE-DECEMBER-2023,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5550,0,0,0,0,0,2035,0,0,0,0,0,0,0,935,0,0,206,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,36.666666666666664
MSitAE-DECEMBER-2023,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GATESHEAD HEALTH NHS FOUNDATION TRUST,6292,0,3762,29,0,27,3331,0,77,17,0,0,1077,7,1829,0,0,640,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,52.94024157660522
MSitAE-DECEMBER-2023,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4242,0,0,337,0,3383,1730,0,0,94,0,5,177,29,1741,0,0,495,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,40.78264969354078
MSitAE-DECEMBER-2023,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,21971,0,0,0,0,0,9976,0,0,0,0,0,1972,43,6554,0,0,284,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,45.405306995585086
MSitAE-DECEMBER-2023,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8269,0,1098,0,0,980,5223,0,23,0,0,0,550,95,2161,0,0,423,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,63.16362317087919
MSitAE-DECEMBER-2023,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,10563,0,0,20,0,0,2124,0,0,0,0,0,233,25,1808,0,0,317,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,20.107923885259872
MSitAE-DECEMBER-2023,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12362,1289,5635,0,0,832,5459,66,0,0,0,0,588,63,3514,20,0,2652,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,44.159521113088495
MSitAE-DECEMBER-2023,RTG,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,19904,0,9703,357,0,76,9129,0,77,142,0,3,810,841,4184,0,6,2210,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,45.86515273311897
MSitAE-DECEMBER-2023,RWE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,20843,1603,0,0,0,0,9432,71,0,0,0,0,1370,1167,5620,5,0,3256,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,45.25260279230437
MSitAE-DECEMBER-2023,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE TEACHING NHS TRUST,16414,0,6197,124,0,100,7243,0,353,20,0,2,2234,309,3749,0,150,928,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,44.126964786158155
MSitAE-DECEMBER-2023,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6052,0,0,593,0,0,2498,0,0,201,0,0,468,134,2264,0,0,914,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,41.27561136814276
MSitAE-DECEMBER-2023,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6836,0,2455,51,0,30,3602,0,46,13,0,0,507,660,2346,0,0,979,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,52.691632533645404
MSitAE-DECEMBER-2023,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",12824,2207,13097,0,0,0,6369,335,1136,0,0,0,780,587,7509,0,0,371,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,49.66469120399251
MSitAE-DECEMBER-2023,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8336,0,0,444,0,0,3835,0,0,0,0,0,715,0,2987,0,0,498,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,46.0052783109405
MSitAE-DECEMBER-2023,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15009,0,8510,88,0,1209,8710,0,707,28,0,165,1728,1018,3612,0,0,527,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,58.03184755813179
MSitAE-DECEMBER-2023,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,12210,0,4622,111,0,0,6949,0,4,44,0,0,1131,260,3513,0,0,1371,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,56.912366912366906
MSitAE-DECEMBER-2023,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,13971,1008,9931,915,0,0,7503,84,748,210,0,0,1691,418,2855,0,0,471,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,53.70410135280223
MSitAE-DECEMBER-2023,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,8118,0,10044,227,0,139,3812,0,72,90,0,0,674,357,2764,0,0,1524,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,46.95737866469574
MSitAE-DECEMBER-2023,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,24231,3071,11641,2759,320,813,12255,107,1170,1286,4,154,3373,552,5869,170,180,474,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,50.57570880277331
MSitAE-DECEMBER-2023,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,13525,0,3386,0,0,0,6635,0,0,0,0,0,1192,266,4089,8,0,1977,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,49.05730129390019
MSitAE-DECEMBER-2023,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9631,0,2851,0,0,0,2604,0,0,0,0,0,714,71,2606,0,95,1459,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,27.037690790156788
MSitAE-DECEMBER-2023,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,8447,0,4130,416,0,147,3424,0,138,76,0,0,1173,101,3735,0,0,773,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,40.535101219367824
MSitAE-DECEMBER-2023,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE ,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,10304,339,8327,0,0,811,5802,0,412,0,0,1,929,811,4631,1,0,1440,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,56.3082298136646
MSitAE-DECEMBER-2023,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4660,0,489,306,0,28,687,0,0,45,0,0,12,0,995,0,0,111,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,14.742489270386267
MSitAE-DECEMBER-2023,RD1,NHS ENGLAND SOUTH WEST ,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,8344,0,0,0,0,0,3331,0,0,0,0,0,708,27,2630,0,6,1524,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,39.9209012464046
MSitAE-DECEMBER-2023,RD8,NHS ENGLAND EAST OF ENGLAND ,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7796,0,5385,617,0,115,2902,0,334,234,0,0,788,0,2152,0,0,480,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,37.224217547460235
MSitAE-DECEMBER-2023,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,5954,0,10022,0,0,0,3539,0,572,0,0,0,517,615,2150,0,35,1070,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,59.43903258313738
MSitAE-DECEMBER-2023,RHM,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,11379,1109,0,155,0,0,4777,132,0,66,0,0,580,9,3508,12,0,1452,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,41.98084190174883
MSitAE-DECEMBER-2023,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,8911,0,0,0,0,0,3757,0,0,0,0,0,333,323,1162,0,0,47,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,42.161373583211756
MSitAE-DECEMBER-2023,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,32986,0,1205,74,0,210,15926,0,13,22,0,0,2910,1964,10816,0,1,5296,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,48.28108894682593
MSitAE-DECEMBER-2023,RWD,NHS ENGLAND MIDLANDS ,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,9927,0,8957,1,0,0,6576,0,1442,1,0,0,998,967,4248,0,0,1063,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,66.24357812027803
MSitAE-DECEMBER-2023,RWG,NHS ENGLAND EAST OF ENGLAND ,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,7900,0,7997,0,0,259,4975,0,346,0,0,0,1671,14,3250,0,0,449,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,62.9746835443038
MSitAE-DECEMBER-2023,RYR,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,21860,1314,4765,1402,0,1039,10150,0,543,504,0,42,1784,1205,7945,32,36,1323,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,46.431838975297346
MSitAE-DECEMBER-2023,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,12380,1162,6220,467,0,1236,5980,13,236,237,0,32,1110,0,4584,14,0,1098,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,48.30371567043619
MSitAE-DECEMBER-2023,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,13151,0,14633,0,0,0,7926,0,492,0,0,0,883,488,7165,0,0,778,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,60.26918105087066
MSitAE-DECEMBER-2023,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,14562,1955,0,0,0,0,6105,79,0,0,0,0,1209,376,5083,7,0,1556,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,41.9241862381541
MSitAE-DECEMBER-2023,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,31291,0,1685,523,0,18,11451,0,94,123,0,1,3247,12,8712,0,144,1198,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,36.59518711450577
MSitAE-DECEMBER-2023,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5428,206,9,548,0,0,3174,0,0,0,0,0,475,143,1498,0,0,550,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,58.47457627118644
MSitAE-DECEMBER-2023,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8328,0,0,0,0,0,3442,0,0,0,0,0,678,7,2942,0,0,573,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,41.33045148895293
MSitAE-DECEMBER-2023,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,11137,0,3051,1081,0,67,5012,0,24,432,0,0,978,115,3883,0,0,2118,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,45.00314267756128
MSitAE-DECEMBER-2023,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8843,884,6949,465,0,1169,4949,0,327,209,0,18,1583,6,3843,0,0,2620,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,55.96517019111161
MSitAE-DECEMBER-2023,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,13948,0,12205,63,0,0,7969,0,1879,21,0,0,855,652,3779,0,0,1174,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,57.13363923143103
MSitAE-DECEMBER-2023,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,12931,0,5385,16,0,0,5213,0,0,4,0,0,497,529,1537,0,0,116,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,40.31397417059779
MSitAE-DECEMBER-2023,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,12873,383,7419,618,0,344,7130,0,292,309,0,12,757,1059,5836,0,0,2881,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,55.38724462052358
MSitAE-DECEMBER-2023,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8118,0,3099,417,0,191,4354,0,52,0,0,0,572,156,2454,0,0,485,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,53.633899975363384
MSitAE-DECEMBER-2023,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LEEDS TEACHING HOSPITALS NHS TRUST,17193,0,11421,111,0,19,8158,0,17,48,0,0,1644,545,3958,0,0,1208,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,47.449543418833244
MSitAE-DECEMBER-2023,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9808,0,0,0,0,0,4508,0,0,0,0,0,931,47,2556,0,0,401,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,45.96247960848287
MSitAE-DECEMBER-2023,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,10435,0,0,0,0,0,3690,0,0,0,0,0,795,528,3031,0,0,795,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,35.361763296597985
MSitAE-DECEMBER-2023,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,10258,0,4721,0,0,415,4824,0,261,0,0,14,653,118,2720,0,115,2002,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,47.02671085981673
