Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions,source_file,Period_clean,Period_date,month,year,breach_rate
MSitAE-APRIL-2025,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4918,0,969,302,0,32,1081,0,1,63,0,0,185,2,1095,0,0,264,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,21.9804798698658
MSitAE-APRIL-2025,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,10067,0,0,0,0,0,3783,0,0,0,0,0,507,609,3107,0,0,751,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,37.57822588656005
MSitAE-APRIL-2025,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,15871,0,0,0,0,0,2746,0,0,0,0,0,944,24,2812,0,0,181,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,17.301997353663914
MSitAE-APRIL-2025,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7431,0,1387,0,0,0,3244,0,0,0,0,0,615,344,1655,0,0,429,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,43.654958955726016
MSitAE-APRIL-2025,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,4406,0,0,84,0,69,2314,0,0,0,0,0,163,278,789,0,0,170,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,52.5192918747163
MSitAE-APRIL-2025,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,7386,0,9340,0,0,1895,3650,0,556,0,0,73,318,13,2656,0,124,2332,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,49.41781749255348
MSitAE-APRIL-2025,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6646,0,1170,0,0,0,3021,0,0,0,0,0,772,111,965,0,0,146,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,45.45591333132711
MSitAE-APRIL-2025,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8877,0,0,37,0,0,2936,0,0,0,0,0,439,5,2863,0,0,498,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,33.07423679170891
MSitAE-APRIL-2025,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5079,0,2376,0,0,0,2712,0,262,0,0,0,234,709,1605,0,0,1187,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,53.39633786178381
MSitAE-APRIL-2025,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,10777,0,0,0,0,0,1940,0,0,0,0,0,198,24,1725,0,0,331,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,18.001299062818966
MSitAE-APRIL-2025,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,13049,0,10635,0,0,0,4198,0,439,0,0,0,643,814,3755,0,85,1652,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,32.17104758985363
MSitAE-APRIL-2025,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6336,0,3247,448,0,177,2613,0,15,160,0,1,202,23,2284,0,0,1130,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,41.240530303030305
MSitAE-APRIL-2025,RAX,NHS ENGLAND LONDON,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,6646,0,8505,0,0,0,3351,0,257,0,0,0,135,504,2136,0,258,531,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,50.42130604875113
MSitAE-APRIL-2025,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GATESHEAD HEALTH NHS FOUNDATION TRUST,5888,0,3944,32,0,4,2646,0,50,13,0,0,796,0,1593,0,0,39,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,44.93885869565217
MSitAE-APRIL-2025,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,5878,1122,114,127,0,0,3041,0,0,43,0,0,429,277,1431,0,0,135,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,51.73528411024157
MSitAE-APRIL-2025,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,13649,0,5858,0,0,0,7557,0,66,0,0,0,793,880,2739,0,0,794,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,55.36669353066158
MSitAE-APRIL-2025,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,10840,1175,8329,386,0,0,4504,173,146,150,0,0,808,270,2543,0,0,520,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,41.54981549815498
MSitAE-APRIL-2025,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4319,0,0,447,0,4383,1549,0,0,85,0,13,201,25,2001,0,0,497,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,35.864783514702474
MSitAE-APRIL-2025,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4162,0,351,294,0,20,299,0,0,23,0,0,7,0,982,0,0,91,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,7.184046131667468
MSitAE-APRIL-2025,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14259,0,4206,253,0,449,5836,0,85,62,0,8,576,767,3434,0,25,1474,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,40.928536362998805
MSitAE-APRIL-2025,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,7602,0,724,92,0,0,1570,0,0,0,0,0,285,118,1961,0,0,281,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,20.652459878979215
MSitAE-APRIL-2025,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,12685,0,4850,0,0,0,3660,0,0,0,0,0,295,538,1177,0,0,109,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,28.85297595585337
MSitAE-APRIL-2025,RJC,NHS ENGLAND MIDLANDS ,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,7824,0,441,1,0,0,2271,0,0,0,0,0,397,35,2205,0,0,876,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,29.026073619631905
MSitAE-APRIL-2025,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15261,0,9200,68,0,1098,6420,0,464,12,0,0,1693,583,3660,0,0,318,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,42.06801651267938
MSitAE-APRIL-2025,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,9037,155,5353,0,0,0,4695,0,99,0,0,0,506,583,2792,0,0,1510,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,51.9530817749253
MSitAE-APRIL-2025,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,8831,0,0,0,0,0,2619,0,0,0,0,0,243,222,1308,0,0,44,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,29.65689049937719
MSitAE-APRIL-2025,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8794,0,2236,334,0,33,3968,0,30,98,0,2,556,496,2279,0,0,722,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,45.121673868546736
MSitAE-APRIL-2025,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,8901,0,6431,355,0,1310,2989,0,693,69,0,0,419,412,1884,0,0,458,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,33.58049657341871
MSitAE-APRIL-2025,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,17983,0,2285,818,0,239,3733,0,14,86,0,1,926,185,4861,0,0,1007,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,20.75849413334816
MSitAE-APRIL-2025,RX1,NHS ENGLAND MIDLANDS ,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,12371,1736,542,0,0,0,6491,122,123,0,0,0,254,581,4459,61,0,4100,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,52.46948508608843
MSitAE-APRIL-2025,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE TEACHING NHS TRUST,16584,115,5751,120,0,87,6218,0,340,2,0,0,2070,311,3518,0,176,773,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,37.4939700916546
MSitAE-APRIL-2025,R0A,NHS ENGLAND NORTH WEST ,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,24296,2948,11474,3405,483,1068,10628,113,633,1355,42,104,3597,101,5679,101,151,402,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,43.74382614422127
MSitAE-APRIL-2025,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11042,1210,6082,811,0,1669,5342,16,161,400,0,59,814,15,4246,14,0,1543,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,48.37891686288715
MSitAE-APRIL-2025,R0D,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,13652,0,5432,0,0,0,5603,0,0,0,0,0,902,185,4326,1,0,2373,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,41.04160562554937
MSitAE-APRIL-2025,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,14960,2424,0,0,0,0,5377,222,0,0,0,0,1107,486,4948,11,0,1467,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,35.94251336898396
MSitAE-APRIL-2025,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5926,0,6844,0,0,0,3174,0,49,0,0,0,583,78,1786,0,0,53,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,53.56058049274384
MSitAE-APRIL-2025,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,9005,0,4288,43,0,149,3149,0,101,10,0,0,987,238,3735,0,0,732,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,34.9694614103276
MSitAE-APRIL-2025,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,5674,0,0,0,0,0,804,0,0,0,0,0,1,0,812,0,0,288,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,14.169897779344378
MSitAE-APRIL-2025,RC9,NHS ENGLAND EAST OF ENGLAND ,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,16149,0,7907,0,0,903,6626,0,0,0,0,0,80,4,4633,0,0,2022,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,41.030404359403065
MSitAE-APRIL-2025,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,5994,219,0,516,0,0,2246,0,0,0,0,0,381,116,1577,0,0,474,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,37.4708041374708
MSitAE-APRIL-2025,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,12301,0,4080,1181,0,82,4983,0,6,408,0,0,932,214,3610,0,0,1827,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,40.5089017153077
MSitAE-APRIL-2025,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9087,0,7047,0,0,417,4947,0,82,0,0,3,654,800,4810,0,0,380,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,54.440409376031695
MSitAE-APRIL-2025,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,12293,0,8309,155,0,793,3523,0,192,32,0,2,989,244,5725,0,0,920,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,28.658586187261044
MSitAE-APRIL-2025,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,8544,0,2878,366,0,86,3997,0,17,0,0,0,574,368,1553,0,0,245,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,46.7813670411985
MSitAE-APRIL-2025,RN3,NHS ENGLAND SOUTH WEST ,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5552,0,5481,0,0,0,2911,0,443,0,0,0,540,342,2340,0,0,1317,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,52.43155619596542
MSitAE-APRIL-2025,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,9578,0,4106,0,0,648,3362,0,120,0,0,0,1921,145,3450,0,0,2477,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,35.10127375234913
MSitAE-APRIL-2025,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,9774,0,8433,330,0,0,3753,0,125,0,0,0,562,815,1940,0,0,237,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,38.39779005524862
MSitAE-APRIL-2025,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7467,0,1919,0,0,639,3194,0,0,0,0,0,379,87,1752,0,0,296,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,42.774876121601714
MSitAE-APRIL-2025,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,12998,0,0,428,0,0,3829,0,0,0,0,0,427,126,1377,0,0,292,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,29.45837821203262
MSitAE-APRIL-2025,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12200,1834,3436,1725,0,95,4243,0,2,479,0,0,650,0,4719,123,15,4345,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,34.778688524590166
MSitAE-APRIL-2025,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,9021,0,2983,160,0,1438,3380,0,60,19,0,22,658,443,3036,0,18,958,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,37.46812991907771
MSitAE-APRIL-2025,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,10175,1161,3428,0,0,0,2970,0,64,0,0,0,245,212,3902,852,0,2161,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,29.18918918918919
MSitAE-APRIL-2025,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,13592,0,14950,0,0,0,6467,0,195,0,0,0,666,385,6511,0,0,354,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,47.57945850500294
MSitAE-APRIL-2025,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,8991,988,3331,0,0,0,2270,0,0,0,0,0,648,71,2535,0,17,1328,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,25.247469691914137
MSitAE-APRIL-2025,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,29676,0,3801,21,0,14,10890,0,181,8,0,0,2531,640,7645,0,101,1297,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,36.696320258794984
MSitAE-APRIL-2025,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,24636,510,15931,180,0,206,9696,12,997,89,0,31,1192,1792,4823,0,49,751,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,39.35703848027277
MSitAE-APRIL-2025,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,16848,0,7163,321,0,0,5987,0,140,47,0,0,490,349,7715,0,0,661,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,35.53537511870845
MSitAE-APRIL-2025,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE ,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,10390,362,6987,0,0,0,6046,0,384,0,0,0,852,628,4621,0,0,1457,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,58.19056785370549
MSitAE-APRIL-2025,RD8,NHS ENGLAND EAST OF ENGLAND ,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7762,0,4994,775,0,164,2374,0,71,256,0,0,478,0,2274,0,0,475,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,30.584900798763204
MSitAE-APRIL-2025,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,21751,900,11461,0,0,0,9653,0,300,0,0,0,1563,129,6093,0,0,154,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,44.379568755459516
MSitAE-APRIL-2025,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8977,0,0,0,0,0,2806,0,0,0,0,0,525,3,1979,0,0,161,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,31.25765846051019
MSitAE-APRIL-2025,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,12443,0,9709,0,0,0,6110,0,246,0,0,0,676,175,3041,0,0,1792,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,49.10391384714297
MSitAE-APRIL-2025,RHM,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,11577,1309,0,12,0,0,4553,137,0,1,0,0,628,10,3745,13,0,1578,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,39.327977887190116
MSitAE-APRIL-2025,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8806,1090,6881,431,4,1454,4677,2,289,207,0,16,1157,4,3480,0,0,3050,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,53.11151487622075
MSitAE-APRIL-2025,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,9921,711,6810,0,0,0,3744,40,182,0,0,0,98,64,2054,0,0,247,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,37.73813123677049
MSitAE-APRIL-2025,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,4279,312,1558,22,0,15,1845,0,0,4,0,0,317,132,1349,0,0,100,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,43.117550829633096
MSitAE-APRIL-2025,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6632,0,1551,765,0,8,2022,0,0,166,0,0,261,1,2469,0,0,1045,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,30.488540410132693
MSitAE-APRIL-2025,RD1,NHS ENGLAND SOUTH WEST ,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,8660,0,0,0,0,0,3622,0,0,0,0,0,778,120,2565,0,14,1775,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,41.82448036951501
MSitAE-APRIL-2025,RDE,NHS ENGLAND EAST OF ENGLAND ,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,11291,0,13576,1246,0,667,5453,0,329,0,0,0,1139,589,6146,0,418,1074,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,48.29510229386237
MSitAE-APRIL-2025,REF,NHS ENGLAND SOUTH WEST ,ROYAL CORNWALL HOSPITALS NHS TRUST,6767,0,12428,0,0,0,3415,0,567,0,0,0,777,457,2573,0,43,1090,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,50.46549431062509
MSitAE-APRIL-2025,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,15728,1701,7763,446,0,0,8092,105,173,76,0,0,1799,818,4601,0,0,2294,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,51.44964394710071
MSitAE-APRIL-2025,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",13402,2255,14066,0,0,0,5899,297,197,0,0,0,713,795,8133,0,0,407,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,44.01581853454708
MSitAE-APRIL-2025,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,15481,0,9128,0,0,0,8235,0,265,0,0,0,1279,778,4395,0,0,701,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,53.19423809831406
MSitAE-APRIL-2025,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,13944,514,8487,706,0,629,7686,0,239,366,0,30,1119,930,4940,0,0,1772,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,55.12048192771084
MSitAE-APRIL-2025,RK5,NHS ENGLAND MIDLANDS ,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,10304,0,5724,381,0,143,3312,0,306,135,0,2,476,105,3523,0,0,226,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,32.142857142857146
MSitAE-APRIL-2025,RKB,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,11718,1465,6014,0,0,0,4898,154,175,0,0,0,70,29,1447,38,34,394,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,41.7989417989418
MSitAE-APRIL-2025,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,6867,0,1611,0,0,0,2312,0,23,0,0,0,401,307,1074,0,0,0,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,33.66826853065385
MSitAE-APRIL-2025,RN7,NHS ENGLAND SOUTH EAST ,DARTFORD AND GRAVESHAM NHS TRUST,11082,0,4063,0,0,0,3911,0,22,0,0,0,458,525,3080,0,0,417,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,35.29146363472297
MSitAE-APRIL-2025,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,9964,536,2168,0,0,0,4211,9,88,0,0,0,712,667,2353,0,0,856,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,42.26214371738258
MSitAE-APRIL-2025,RNZ,NHS ENGLAND SOUTH WEST ,SALISBURY NHS FOUNDATION TRUST,4720,298,1878,174,0,0,2075,0,0,104,0,0,477,57,1263,0,0,1014,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,43.96186440677966
MSitAE-APRIL-2025,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,4837,0,0,0,0,0,479,0,0,0,0,0,1,1,1033,0,0,183,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,9.902832334091379
MSitAE-APRIL-2025,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,18876,0,6084,629,0,0,4578,0,75,0,0,0,572,49,2771,0,0,286,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,24.253019707565162
MSitAE-APRIL-2025,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LEEDS TEACHING HOSPITALS NHS TRUST,17114,676,12040,63,0,315,6974,0,234,19,0,0,1740,275,3678,0,0,1131,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,40.750262942620076
MSitAE-APRIL-2025,RRF,NHS ENGLAND NORTH WEST ,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",6430,0,5708,0,0,0,3394,0,75,0,0,0,1095,444,2121,0,0,568,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,52.78382581648523
MSitAE-APRIL-2025,RTE,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,13095,0,0,263,0,0,5171,0,0,65,0,0,412,461,2888,0,0,2374,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,39.48835433371516
MSitAE-APRIL-2025,RTF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,9960,0,13376,0,0,0,2557,0,9,0,0,0,61,0,3988,0,16,438,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,25.67269076305221
MSitAE-APRIL-2025,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,6744,0,8207,0,0,0,3640,0,149,0,0,0,548,183,2772,0,0,606,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,53.97390272835113
MSitAE-APRIL-2025,RVJ,NHS ENGLAND SOUTH WEST ,NORTH BRISTOL NHS TRUST,8866,0,0,9,0,0,3494,0,0,2,0,0,606,299,2589,0,0,2153,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,39.40897811865553
MSitAE-APRIL-2025,RVV,NHS ENGLAND SOUTH EAST ,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,12301,0,12385,0,0,0,5640,0,243,0,0,0,449,1256,2847,0,593,501,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,45.84993089992683
